707	964
586	224
696	953
204	1593
552	832
782	1670
659	1074
368	1155
630	1144
452	959
616	461
423	1778
178	257
849	1039
388	1334
801	1526
791	1561
340	1440
444	1215
821	1460
399	560
825	394
382	729
741	437
182	634
678	200
90	286
172	1716
487	1472
606	981
442	699
673	1241
669	1105
506	897
702	926
392	954
681	1723
408	971
348	753
685	957
648	409
366	1185
157	1474
868	1580
749	784
315	1303
174	1083
281	185
632	811
228	261
399	559
383	877
284	1257
26	1558
242	361
310	322
334	1231
493	94
58	691
593	1211
791	1562
868	1581
62	178
630	1143
274	158
427	1349
432	467
873	17
850	493
353	1641
536	633
367	969
818	399
767	1219
746	1201
787	304
250	922
665	1370
651	1687
20	1775
494	1616
604	196
655	1369
419	1698
265	853
91	1104
283	1209
275	1488
760	1222
844	100
670	991
871	1410
538	343
812	1508
445	1555
814	1713
725	1706
89	556
851	686
278	1135
414	1007
842	1246
687	734
866	148
417	1731
735	1356
737	1048
376	929
417	1733
224	171
588	368
372	1442
317	1451
326	1550
528	600
718	485
123	1254
180	1102
696	952
826	888
241	1263
741	439
381	805
742	1437
663	780
447	1137
599	1061
308	996
792	372
816	1645
388	1333
347	1288
104	1088
790	818
96	1654
600	804
240	1595
46	772
679	653
794	983
818	397
132	139
845	995
306	593
523	197
796	1578
863	1340
595	615
67	513
163	1456
336	423
63	598
61	652
362	229
669	1106
154	44
273	1763
333	65
693	1502
322	1764
651	1686
297	1376
808	1063
784	744
65	1417
757	782
447	155
243	1391
817	1018
474	297
474	296
144	136
195	1438
558	291
850	495
545	413
27	1207
609	308
653	848
282	90
627	1626
564	1636
710	476
83	552
488	1260
293	986
662	750
642	273
574	1229
449	711
127	752
676	1202
570	937
544	1305
512	966
846	665
762	947
574	674
774	713
475	570
29	1232
618	1131
719	524
406	1191
158	1346
518	1362
259	1354
141	1021
484	1457
700	1611
638	268
41	546
174	1081
712	345
260	1766
729	622
149	698
636	1098
654	828
497	1316
54	1348
645	1546
395	682
214	1286
457	102
795	334
784	746
714	1660
859	245
369	873
95	459
760	1221
729	623
739	403
602	975
487	1470
806	1588
764	915
809	353
192	797
871	1408
308	997
250	923
672	188
654	829
374	1499
574	673
779	1272
772	235
780	1531
557	1327
583	1112
276	530
236	151
267	912
649	164
59	74
606	982
476	426
223	572
661	1015
305	1299
850	497
427	1350
794	984
848	1264
209	885
737	1050
703	542
782	1669
752	106
286	1116
716	466
253	1389
350	1629
332	1013
437	1685
186	510
453	775
174	1084
874	302
210	1177
526	1755
478	472
414	1006
279	1384
62	179
255	1180
185	1352
48	241
251	1757
213	1514
500	331
642	272
483	1330
471	14
337	1252
650	223
641	1242
680	658
683	69
447	153
747	725
309	757
235	1486
316	866
328	871
108	839
545	1041
823	706
826	889
686	175
280	1147
219	1658
192	798
140	1722
549	39
177	1394
629	714
553	801
583	1114
233	588
227	638
346	1467
507	770
372	1446
687	732
834	856
179	61
763	1172
625	976
795	333
810	11
612	1323
493	96
380	1461
384	709
413	290
712	346
271	1672
555	661
129	864
656	1066
812	1507
829	1760
211	121
831	1493
762	948
372	1444
583	1113
850	494
504	263
569	1647
475	571
747	722
259	1355
489	692
677	216
133	1301
506	896
802	1515
307	1521
587	181
862	108
747	723
503	516
292	1522
151	1639
12	919
189	1159
345	1335
408	974
875	357
710	475
555	662
438	1715
334	1230
603	860
767	1218
151	1640
575	111
547	505
459	847
560	1004
575	110
420	193
623	1134
857	1033
690	1475
372	1443
299	1311
519	57
216	918
52	928
596	356
275	1489
443	205
40	1247
83	553
194	1338
656	1067
242	362
84	1056
613	1463
88	348
349	585
870	1117
688	1721
637	327
448	54
829	1761
519	58
544	1304
621	458
99	142
574	482
565	391
278	1758
530	203
781	1512
453	776
514	1046
524	1125
521	407
287	1042
548	71
798	1090
826	887
634	1608
675	1520
705	613
453	774
270	595
745	1235
748	1234
494	1617
531	441
302	1145
357	93
167	1031
170	396
628	857
768	1078
361	670
124	603
407	845
464	1517
190	1584
114	226
426	150
490	944
810	13
408	168
721	1212
214	1287
145	762
846	663
216	917
408	972
57	1542
535	417
872	1602
612	1322
488	1261
557	1326
666	77
498	1509
638	267
389	26
335	1256
574	676
380	1462
578	279
162	1490
600	802
202	1267
448	53
730	1448
807	502
375	1148
247	201
675	730
356	1620
708	968
813	630
743	435
342	1023
726	1527
804	1537
429	1250
595	616
399	563
434	1128
833	842
802	1516
495	886
463	250
518	1363
206	850
823	705
567	989
722	934
851	687
666	1052
574	1604
473	1123
314	329
633	82
196	453
709	1424
818	398
245	324
791	1563
173	1313
156	680
653	849
715	905
53	901
845	994
792	375
248	1251
507	769
343	319
870	1118
730	1447
590	1396
409	1077
549	38
91	708
604	195
385	1034
330	1533
325	540
70	666
371	1741
259	1353
764	914
72	1157
838	1707
690	1477
511	791
654	830
382	728
438	1714
486	1127
292	1523
312	1781
685	956
203	754
436	590
871	1406
645	1548
383	876
717	358
787	303
803	1178
610	1164
748	1233
225	443
489	693
747	724
530	204
847	161
688	1720
135	667
374	1501
871	1407
74	736
659	1075
836	1679
295	431
50	298
692	1596
164	533
91	1216
680	656
594	743
469	379
133	1300
543	1439
846	664
15	573
279	1382
636	1099
201	566
724	607
282	89
713	36
378	1744
28	1458
798	1094
466	1109
159	726
403	1163
225	442
352	364
859	243
853	1615
580	518
235	1485
113	220
246	478
72	1156
45	240
301	1631
121	1746
693	1504
658	880
585	550
740	1278
318	300
136	132
762	949
641	1243
420	194
333	66
237	133
654	827
861	1071
727	381
514	1047
709	1425
375	1150
777	32
177	1393
774	712
684	1479
217	621
285	688
836	1678
444	1214
215	1423
282	91
253	1388
356	870
813	629
138	1032
837	1777
385	1035
513	131
626	1010
806	1587
815	1420
208	1413
432	470
297	1375
624	940
542	893
257	1064
673	1240
711	569
97	608
559	759
408	973
243	1392
736	254
545	411
417	1734
157	1473
832	720
107	1560
670	993
635	280
680	655
721	1213
634	1607
811	1691
609	309
417	383
545	1040
9	651
867	1416
555	660
200	837
205	1459
387	1360
568	932
597	1271
100	432
224	170
528	599
736	256
451	363
825	393
417	384
778	1269
590	1399
724	605
121	449
645	1549
391	529
327	920
667	958
374	1500
148	671
746	1199
417	1732
273	1762
80	1138
469	380
571	771
121	1747
277	1783
574	483
305	1298
488	1259
405	50
493	98
506	898
622	248
290	1294
778	1270
135	668
264	122
363	521
531	440
771	1682
506	899
746	1200
727	382
485	1700
529	112
500	332
403	1676
109	27
698	1154
668	1186
278	1759
391	895
746	1198
513	130
383	874
207	1140
441	910
837	1776
75	1773
38	1277
850	496
101	544
470	117
839	696
515	644
822	1402
777	33
124	604
428	84
204	1594
835	311
877	21
238	1601
358	141
455	1575
833	840
780	1532
726	1530
764	913
863	1341
296	902
256	28
229	416
666	1055
788	537
851	683
771	1681
471	15
822	1404
693	1503
226	1570
570	938
220	219
703	541
783	806
779	1273
127	751
10	1166
130	669
398	456
186	509
589	305
660	83
408	166
184	392
726	1528
105	425
345	1336
655	1367
702	925
598	1634
577	863
350	1630
106	817
779	1275
335	1255
166	8
427	1351
456	282
588	366
272	1377
224	172
537	1028
211	120
607	637
566	1373
524	1124
823	704
422	649
146	1749
287	1043
360	1237
320	221
378	1742
734	741
796	1579
2	1663
627	1623
626	1011
300	836
222	135
4	1253
165	206
344	907
168	1436
36	766
342	1022
176	878
561	1
104	1089
838	1710
786	1141
720	114
700	1610
481	526
289	1379
526	1756
665	1371
572	1535
811	1690
365	1576
790	819
865	700
403	1673
285	689
822	1403
256	29
684	1480
218	1343
287	1045
588	365
221	578
199	354
603	861
580	519
692	1598
279	1383
347	1289
373	579
862	109
252	1029
871	1409
510	557
796	1577
735	1357
494	1619
168	1435
549	40
616	460
632	810
537	1027
59	73
264	125
363	522
21	1087
158	1345
706	979
110	1569
338	1769
472	1559
692	1597
547	504
73	1697
803	1179
192	799
617	793
578	277
515	645
804	1538
389	25
647	1266
827	503
511	792
647	1265
567	990
321	852
193	34
556	795
627	1625
247	202
776	1062
385	1036
2	19
5	1405
550	1220
217	620
640	548
701	1110
404	1195
249	501
865	703
160	1192
532	1308
24	1194
670	992
332	1012
813	631
526	165
393	1497
212	1771
425	88
413	289
785	790
